   2.7323722e-01   3.6742011e-01   4.8782681e-01   6.3951114e-01   8.2777110e-01   1.0579182e+00   1.3349766e+00   1.6633164e+00   2.0462364e+00   2.4855153e+00   2.9809643e+00   3.5300170e+00   4.1273997e+00   4.7649236e+00   5.4314410e+00   6.1129927e+00   6.7931686e+00   7.4536776e+00   8.0751111e+00   8.6378590e+00   9.1231206e+00   9.5139401e+00   9.7961880e+00   9.9594075e+00   9.9974581e+00   9.9088986e+00   9.6970775e+00   9.3699236e+00   8.9394527e+00   8.4210357e+00   7.8324888e+00   7.1930612e+00   6.5223999e+00   5.8395689e+00   5.1621884e+00   4.5057450e+00   3.8831044e+00   3.3042373e+00   2.7761510e+00   2.3030037e+00   1.8863656e+00   1.5255864e+00   1.2182249e+00   9.6050096e-01   7.4773522e-01   5.7474814e-01   4.3620135e-01   3.2687081e-01   2.4184937e-01   1.7668248e-01   1.2744468e-01   9.0767342e-02   6.3828882e-02   4.4318448e-02   3.0383063e-02   2.0566399e-02   1.3745631e-02   9.0709081e-03   5.9103958e-03   3.8024373e-03   2.4153900e-03   1.5149285e-03   9.3815961e-04   5.7364210e-04   3.4632592e-04   2.0644705e-04   1.2151001e-04   7.0614702e-05   4.0518924e-05   2.2956220e-05   1.2841700e-05   7.0929092e-06   3.8681736e-06   2.0828942e-06   1.1074093e-06   5.8133815e-07   3.0132084e-07   1.5420882e-07   7.7923594e-08   3.8878401e-08   1.9152593e-08   9.3159329e-09   4.4740910e-09   2.1215977e-09   9.9334774e-10   4.5921714e-10   2.0961153e-10   9.4469973e-11   4.2037129e-11   1.8470322e-11   8.0135010e-12   3.4309740e-12   1.4514020e-12   6.0585611e-13   2.4821626e-13   1.0184446e-13   4.2632564e-14   1.5158245e-14   5.6843419e-15   3.7895613e-15   9.4739031e-16   0.0000000e+00   1.8947806e-15  -9.4739031e-16   0.0000000e+00   9.4739031e-16  -9.4739031e-16  -9.4739031e-16   7.1054274e-16   4.7369516e-16  -9.4739031e-16   9.4739031e-16   0.0000000e+00  -4.7369516e-16   2.3684758e-16   3.5527137e-16  -5.9211895e-16   0.0000000e+00  -2.3684758e-16  -1.1842379e-15
   1.7888593e-01   3.0205312e-01   4.2910060e-01   5.7486664e-01   7.4986065e-01   9.6177261e-01   1.2165884e+00   1.5189630e+00   1.8726932e+00   2.2799200e+00   2.7413216e+00   3.2551835e+00   3.8176163e+00   4.4218003e+00   5.0583913e+00   5.7151102e+00   6.3774576e+00   7.0287293e+00   7.6510659e+00   8.2258489e+00   8.7349757e+00   9.1614541e+00   9.4906741e+00   9.7109275e+00   9.8144009e+00   9.7973547e+00   9.6606197e+00   9.4092793e+00   9.0526015e+00   8.6032410e+00   8.0767165e+00   7.4903146e+00   6.8623534e+00   6.2110583e+00   5.5538900e+00   4.9066436e+00   4.2830524e+00   3.6942591e+00   3.1487792e+00   2.6523588e+00   2.2082513e+00   1.8173659e+00   1.4787307e+00   1.1897841e+00   9.4687822e-01   7.4557841e-01   5.8109299e-01   4.4849387e-01   3.4301649e-01   2.6017188e-01   1.9591230e-01   1.4664888e-01   1.0931084e-01   8.1303912e-02   6.0501467e-02   4.5180624e-02   3.3978617e-02   2.5834131e-02   1.9930563e-02   1.5658136e-02   1.2554145e-02   1.0291558e-02   8.6183211e-03   7.3722433e-03   6.4172486e-03   5.6819275e-03   5.0892880e-03   4.6160884e-03   4.2128304e-03   3.8817114e-03   3.5843095e-03   3.3369315e-03   3.1041278e-03   2.9110159e-03   2.7212289e-03   2.5663861e-03   2.4073091e-03   2.2812250e-03   2.1451313e-03   2.0416300e-03   1.9232389e-03   1.8380249e-03   1.7334892e-03   1.6634372e-03   1.5698229e-03   1.5125994e-03   1.4275906e-03   1.3814343e-03   1.3031476e-03   1.2667323e-03   1.1935889e-03   1.1659358e-03   1.0965661e-03   1.0769891e-03   1.0101548e-03   9.9823082e-04   9.3275464e-04   9.2831849e-04   8.6301089e-04   8.6617576e-04   7.9974756e-04   8.1096202e-04   7.4190350e-04   7.6206602e-04   6.8845843e-04   7.1913567e-04   6.3832400e-04   6.8217722e-04   5.9014155e-04   6.5181734e-04   5.4182142e-04   6.3002086e-04   4.8927084e-04   6.2236074e-04   4.2206890e-04   6.5043327e-04   3.8141493e-04   1.9734582e-03   1.0524214e-02   5.9904550e-02
   1.5658866e-01   2.6530587e-01   3.8694433e-01   5.2774219e-01   6.9493954e-01   8.9563446e-01   1.1360136e+00   1.4211313e+00   1.7550329e+00   2.1403034e+00   2.5780285e+00   3.0672053e+00   3.6046861e+00   4.1846981e+00   4.7989541e+00   5.4364534e+00   6.0838887e+00   6.7258190e+00   7.3454124e+00   7.9249678e+00   8.4469098e+00   8.8945083e+00   9.2529254e+00   9.5098905e+00   9.6565428e+00   9.6878112e+00   9.6028351e+00   9.4048839e+00   9.1012656e+00   8.7027737e+00   8.2231555e+00   7.6782301e+00   7.0851210e+00   6.4612860e+00   5.8237686e+00   5.1883822e+00   4.5691915e+00   3.9780118e+00   3.4242237e+00   2.9146268e+00   2.4535704e+00   2.0430931e+00   1.6832649e+00   1.3724864e+00   1.1079074e+00   8.8575574e-01   7.0171974e-01   5.5121466e-01   4.2966249e-01   3.3265648e-01   2.5612240e-01   1.9638424e-01   1.5022556e-01   1.1488434e-01   8.8047603e-02   6.7809438e-02   5.2631114e-02   4.1290177e-02   3.2829032e-02   2.6512670e-02   2.1778018e-02   1.8208181e-02   1.5486661e-02   1.3389518e-02   1.1743759e-02   1.0435639e-02   9.3705603e-03   8.4948655e-03   7.7543530e-03   7.1272487e-03   6.5789711e-03   6.1046960e-03   5.6786714e-03   5.3055075e-03   4.9628691e-03   4.6611708e-03   4.3788069e-03   4.1303047e-03   3.8934146e-03   3.6860263e-03   3.4844809e-03   3.3097377e-03   3.1362335e-03   2.9879408e-03   2.8370058e-03   2.7104961e-03   2.5779118e-03   2.4695975e-03   2.3520380e-03   2.2591253e-03   2.1539158e-03   2.0742137e-03   1.9791605e-03   1.9109498e-03   1.8242153e-03   1.7661584e-03   1.6861622e-03   1.6372445e-03   1.5625814e-03   1.5220784e-03   1.4514404e-03   1.4189121e-03   1.3510042e-03   1.3263234e-03   1.2597541e-03   1.2431884e-03   1.1763003e-03   1.1686954e-03   1.0992592e-03   1.1024414e-03   1.0270150e-03   1.0447494e-03   9.5714902e-04   9.9842907e-04   8.9331710e-04   1.0602546e-03   1.4788204e-03   5.0257839e-03   1.8555675e-02   6.3407067e-02
   1.4258475e-01   2.4006459e-01   3.5404696e-01   4.8835883e-01   6.4819256e-01   8.3949750e-01   1.0680495e+00   1.3389110e+00   1.6562737e+00   2.0230220e+00   2.4406076e+00   2.9085647e+00   3.4243831e+00   3.9831092e+00   4.5773617e+00   5.1971745e+00   5.8302851e+00   6.4623143e+00   7.0773770e+00   7.6585930e+00   8.1889555e+00   8.6520473e+00   9.0329911e+00   9.3191534e+00   9.5009400e+00   9.5722495e+00   9.5309021e+00   9.3786733e+00   9.1212505e+00   8.7678130e+00   8.3305605e+00   7.8239519e+00   7.2639794e+00   6.6672807e+00   6.0503910e+00   5.4289597e+00   4.8171878e+00   4.2273143e+00   3.6693561e+00   3.1509222e+00   2.6772594e+00   2.2513490e+00   1.8741755e+00   1.5449960e+00   1.2617094e+00   1.0211776e+00   8.1958453e-01   6.5271415e-01   5.1622820e-01   4.0585409e-01   3.1755573e-01   2.4762566e-01   1.9275951e-01   1.5007338e-01   1.1711001e-01   9.1811928e-02   7.2489579e-02   5.7777793e-02   4.6589302e-02   3.8073240e-02   3.1568016e-02   2.6571458e-02   2.2698828e-02   1.9667508e-02   1.7260739e-02   1.5326025e-02   1.3742679e-02   1.2431732e-02   1.1324740e-02   1.0382955e-02   9.5651372e-03   8.8542882e-03   8.2227732e-03   7.6655710e-03   7.1615290e-03   6.7126070e-03   6.3004653e-03   5.9315503e-03   5.5884252e-03   5.2807972e-03   4.9910905e-03   4.7316850e-03   4.4842434e-03   4.2635591e-03   4.0501075e-03   3.8610198e-03   3.6752448e-03   3.5122906e-03   3.3492684e-03   3.2081899e-03   3.0640099e-03   2.9414501e-03   2.8129546e-03   2.7062466e-03   2.5908437e-03   2.4978634e-03   2.3933864e-03   2.3124490e-03   2.2170465e-03   2.1468367e-03   2.0588796e-03   1.9984122e-03   1.9164053e-03   1.8650161e-03   1.7875018e-03   1.7448809e-03   1.6703063e-03   1.6366037e-03   1.5631023e-03   1.5391838e-03   1.4641411e-03   1.4522904e-03   1.3720066e-03   1.3836232e-03   1.3305971e-03   1.6183863e-03   2.6755856e-03   7.5058469e-03   2.2360180e-02   6.3042009e-02
   1.3208322e-01   2.2074639e-01   3.2729163e-01   4.5478714e-01   6.0737546e-01   7.9012071e-01   1.0082759e+00   1.2667115e+00   1.5696267e+00   1.9200875e+00   2.3198350e+00   2.7688387e+00   3.2651328e+00   3.8044541e+00   4.3802084e+00   4.9833234e+00   5.6024647e+00   6.2241989e+00   6.8335153e+00   7.4143043e+00   7.9501375e+00   8.4249556e+00   8.8239519e+00   9.1342738e+00   9.3457907e+00   9.4515847e+00   9.4483972e+00   9.3367388e+00   9.1208990e+00   8.8086251e+00   8.4107163e+00   7.9403593e+00   7.4124540e+00   6.8427942e+00   6.2473396e+00   5.6414583e+00   5.0393457e+00   4.4534970e+00   3.8943972e+00   3.3702956e+00   2.8871881e+00   2.4488679e+00   2.0571349e+00   1.7120286e+00   1.4121561e+00   1.1549948e+00   9.3723124e-01   7.5504015e-01   6.0435988e-01   4.8109416e-01   3.8129241e-01   3.0126092e-01   2.3765095e-01   1.8749423e-01   1.4822164e-01   1.1764981e-01   9.3958312e-02   7.5653705e-02   6.1528560e-02   5.0622413e-02   4.2177605e-02   3.5608099e-02   3.0459421e-02   2.6389549e-02   2.3134734e-02   2.0502588e-02   1.8342640e-02   1.6549943e-02   1.5038197e-02   1.3751813e-02   1.2639484e-02   1.1672996e-02   1.0819562e-02   1.0066224e-02   9.3897458e-03   8.7859610e-03   8.2364063e-03   7.7423278e-03   7.2874821e-03   6.8767795e-03   6.4947968e-03   6.1492067e-03   5.8245903e-03   5.5309262e-03   5.2522775e-03   5.0007168e-03   4.7594108e-03   4.5424608e-03   4.3318239e-03   4.1436645e-03   3.9584376e-03   3.7944861e-03   3.6304584e-03   3.4870686e-03   3.3408183e-03   3.2150704e-03   3.0837739e-03   2.9733244e-03   2.8546119e-03   2.7575875e-03   2.6494261e-03   2.5643547e-03   2.4649477e-03   2.3907208e-03   2.2984071e-03   2.2342826e-03   2.1474159e-03   2.0930803e-03   2.0098468e-03   1.9656024e-03   1.8837338e-03   1.8514323e-03   1.7704685e-03   1.7724841e-03   1.7781025e-03   2.2260196e-03   3.7711873e-03   9.3102456e-03   2.4364911e-02   6.1651545e-02
   1.2359191e-01   2.0508836e-01   3.0485371e-01   4.2572102e-01   5.7129097e-01   7.4602476e-01   9.5471499e-01   1.2019801e+00   1.4919418e+00   1.8277570e+00   2.2113810e+00   2.6431362e+00   3.1215218e+00   3.6428704e+00   4.2012806e+00   4.7884708e+00   5.3939427e+00   6.0051218e+00   6.6078111e+00   7.1866326e+00   7.7257357e+00   8.2094512e+00   8.6231182e+00   8.9537726e+00   9.1908910e+00   9.3269026e+00   9.3576512e+00   9.2825612e+00   9.1046971e+00   8.8305210e+00   8.4695515e+00   8.0337794e+00   7.5370501e+00   6.9943050e+00   6.4208815e+00   5.8317830e+00   5.2410908e+00   4.6614287e+00   4.1036159e+00   3.5764087e+00   3.0864301e+00   2.6381777e+00   2.2341813e+00   1.8751993e+00   1.5605076e+00   1.2881800e+00   1.0554067e+00   8.5876839e-01   6.9450734e-01   5.5873741e-01   4.4763171e-01   3.5754835e-01   2.8513101e-01   2.2735977e-01   1.8158214e-01   1.4551201e-01   1.1721628e-01   9.5086781e-02   7.7805170e-02   6.4307393e-02   5.3742663e-02   4.5442365e-02   3.8881571e-02   3.3657806e-02   2.9457966e-02   2.6048006e-02   2.3244901e-02   2.0916127e-02   1.8954934e-02   1.7287831e-02   1.5851208e-02   1.4605173e-02   1.3509878e-02   1.2544497e-02   1.1682034e-02   1.0912688e-02   1.0216311e-02   9.5897824e-03   9.0165106e-03   8.4977180e-03   8.0185457e-03   7.5833043e-03   7.1778082e-03   6.8087835e-03   6.4620609e-03   6.1464304e-03   5.8472905e-03   5.5753308e-03   5.3151746e-03   5.0793683e-03   4.8514633e-03   4.6459090e-03   4.4448990e-03   4.2649094e-03   4.0864710e-03   3.9282902e-03   3.7688847e-03   3.6294867e-03   3.4861746e-03   3.3631197e-03   3.2334159e-03   3.1247503e-03   3.0065041e-03   2.9106977e-03   2.8019826e-03   2.7179057e-03   2.6168993e-03   2.5438543e-03   2.4486768e-03   2.3865677e-03   2.2952281e-03   2.2463417e-03   2.1633296e-03   2.1665043e-03   2.2332521e-03   2.8310627e-03   4.7227656e-03   1.0629975e-02   2.5455369e-02   5.9932027e-02
   1.1643954e-01   1.9194353e-01   2.8561580e-01   4.0023207e-01   5.3910376e-01   7.0628814e-01   9.0621052e-01   1.1432421e+00   1.4213890e+00   1.7438381e+00   2.1126965e+00   2.5285712e+00   2.9903575e+00   3.4949063e+00   4.0369312e+00   4.6088582e+00   5.2009484e+00   5.8014154e+00   6.3968231e+00   6.9724901e+00   7.5131382e+00   8.0035092e+00   8.4291429e+00   8.7770467e+00   9.0364158e+00   9.1991569e+00   9.2603611e+00   9.2185145e+00   9.0755986e+00   8.8369165e+00   8.5108090e+00   8.1081429e+00   7.6417479e+00   7.1257146e+00   6.5747278e+00   6.0033641e+00   5.4255067e+00   4.8538053e+00   4.2993041e+00   3.7711543e+00   3.2765015e+00   2.8204542e+00   2.4061954e+00   2.0351434e+00   1.7072033e+00   1.4210241e+00   1.1742957e+00   9.6401325e-01   7.8674330e-01   6.3883675e-01   5.1662189e-01   4.1654130e-01   3.3526311e-01   2.6974523e-01   2.1727772e-01   1.7549353e-01   1.4236434e-01   1.1618054e-01   9.5522409e-02   7.9228679e-02   6.6359026e-02   5.6163993e-02   4.8048169e-02   4.1547852e-02   3.6298798e-02   3.2023574e-02   2.8504272e-02   2.5579016e-02   2.3118381e-02   2.1029565e-02   1.9234777e-02   1.7681527e-02   1.6321395e-02   1.5125215e-02   1.4061004e-02   1.3113232e-02   1.2259027e-02   1.1491080e-02   1.0791526e-02   1.0158289e-02   9.5761860e-03   9.0467218e-03   8.5560512e-03   8.1083409e-03   7.6902576e-03   7.3081253e-03   6.9485795e-03   6.6198343e-03   6.3081011e-03   6.0233656e-03   5.7510975e-03   5.5030396e-03   5.2636324e-03   5.0464441e-03   4.8345967e-03   4.6436302e-03   4.4550295e-03   4.2865385e-03   4.1176275e-03   3.9685810e-03   3.8163804e-03   3.6843306e-03   3.5462972e-03   3.4292909e-03   3.3031923e-03   3.1997242e-03   3.0835137e-03   2.9925352e-03   2.8842117e-03   2.8053415e-03   2.7032928e-03   2.6400446e-03   2.5551115e-03   2.5649032e-03   2.6890449e-03   3.4119145e-03   5.5413007e-03   1.1614677e-02   2.6030726e-02   5.8128744e-02
   1.1026031e-01   1.8064549e-01   2.6884843e-01   3.7764468e-01   5.1018354e-01   6.7024720e-01   8.6197626e-01   1.0895223e+00   1.3567650e+00   1.6668846e+00   2.0220933e+00   2.4232260e+00   2.8695155e+00   3.3582652e+00   3.8847367e+00   4.4419936e+00   5.0209905e+00   5.6106682e+00   6.1983041e+00   6.7698812e+00   7.3106839e+00   7.8058787e+00   8.2412467e+00   8.6038314e+00   8.8826364e+00   9.0691524e+00   9.1578386e+00   9.1463666e+00   9.0357580e+00   8.8302664e+00   8.5371478e+00   8.1662126e+00   7.7293153e+00   7.2397055e+00   6.7113970e+00   6.1584940e+00   5.5946147e+00   5.0323518e+00   4.4828819e+00   3.9556561e+00   3.4582506e+00   2.9963010e+00   2.5735733e+00   2.1920892e+00   1.8523438e+00   1.5535374e+00   1.2938506e+00   1.0706969e+00   8.8098121e-01   7.2131256e-01   5.8820050e-01   4.7820019e-01   3.8803252e-01   3.1465984e-01   2.5533893e-01   2.0764238e-01   1.6946367e-01   1.3900511e-01   1.1475545e-01   9.5463143e-02   8.0102609e-02   6.7845905e-02   5.8027785e-02   5.0123016e-02   4.3714952e-02   3.8481283e-02   3.4167246e-02   3.0579877e-02   2.7565085e-02   2.5009251e-02   2.2818689e-02   2.0927202e-02   1.9276430e-02   1.7828166e-02   1.6544376e-02   1.5403426e-02   1.4378886e-02   1.3459144e-02   1.2624367e-02   1.1869254e-02   1.1177692e-02   1.0548593e-02   9.9678778e-03   9.4374793e-03   8.9443268e-03   8.4926957e-03   8.0698655e-03   7.6820719e-03   7.3164856e-03   6.9811060e-03   6.6626423e-03   6.3707835e-03   6.0914762e-03   5.8361170e-03   5.5896033e-03   5.3651380e-03   5.1462671e-03   4.9481815e-03   4.7527289e-03   4.5773673e-03   4.4018199e-03   4.2462182e-03   4.0876047e-03   3.9493744e-03   3.8051235e-03   3.6823817e-03   3.5501881e-03   3.4415496e-03   3.3192665e-03   3.2241654e-03   3.1107216e-03   3.0345187e-03   2.9478467e-03   2.9662886e-03   3.1407105e-03   3.9620696e-03   6.2491471e-03   1.2365436e-02   2.6297498e-02   5.6343593e-02
   1.0482961e-01   1.7076990e-01   2.5404901e-01   3.5745466e-01   4.8403858e-01   6.3738934e-01   8.2142689e-01   1.0401151e+00   1.2972107e+00   1.5958668e+00   1.9383669e+00   2.3257289e+00   2.7574729e+00   3.2312987e+00   3.7429577e+00   4.2860898e+00   4.8522856e+00   5.4311590e+00   6.0106574e+00   6.5773980e+00   7.1172156e+00   7.6157083e+00   8.0589292e+00   8.4340094e+00   8.7298335e+00   8.9375656e+00   9.0511347e+00   9.0675050e+00   8.9868447e+00   8.8124567e+00   8.5505966e+00   8.2100833e+00   7.8018373e+00   7.3382834e+00   6.8327552e+00   6.2988515e+00   5.7498730e+00   5.1982864e+00   4.6553230e+00   4.1306508e+00   3.6321955e+00   3.1660442e+00   2.7364797e+00   2.3460737e+00   1.9958717e+00   1.6855992e+00   1.4139149e+00   1.1786502e+00   9.7705681e-01   8.0601842e-01   6.6224718e-01   5.4243484e-01   4.4338009e-01   3.6207399e-01   2.9576234e-01   2.4197711e-01   1.9855012e-01   1.6360899e-01   1.3556121e-01   1.1307238e-01   9.5036630e-02   8.0550542e-02   6.8880348e-02   5.9439511e-02   5.1758234e-02   4.5468176e-02   4.0276088e-02   3.5956332e-02   3.2328349e-02   2.9256211e-02   2.6628731e-02   2.4364822e-02   2.2394889e-02   2.0670851e-02   1.9147628e-02   1.7796965e-02   1.6588110e-02   1.5504878e-02   1.4524868e-02   1.3639473e-02   1.2831148e-02   1.2096262e-02   1.1420065e-02   1.0802400e-02   1.0230053e-02   9.7054670e-03   9.2161639e-03   8.7666813e-03   8.3447357e-03   7.9566766e-03   7.5900156e-03   7.2527785e-03   6.9319471e-03   6.6371930e-03   6.3546744e-03   6.0957641e-03   5.8455007e-03   5.6170970e-03   5.3941445e-03   5.1919272e-03   4.9921964e-03   4.8126568e-03   4.6327142e-03   4.4730095e-03   4.3099144e-03   4.1677745e-03   4.0189351e-03   3.8926446e-03   3.7557606e-03   3.6446612e-03   3.5193601e-03   3.4310630e-03   3.3425068e-03   3.3695242e-03   3.5858972e-03   4.4816998e-03   6.8681299e-03   1.2950241e-02   2.6372874e-02   5.4622066e-02
   9.9997799e-02   1.6202816e-01   2.4085589e-01   3.3927673e-01   4.6027712e-01   6.0730341e-01   7.8410209e-01   9.9447857e-01   1.2420761e+00   1.5300102e+00   1.8606118e+00   2.2350468e+00   2.6530807e+00   3.1127610e+00   3.6102779e+00   4.1397942e+00   4.6934842e+00   5.2615869e+00   5.8326797e+00   6.3939843e+00   6.9318718e+00   7.4323752e+00   7.8818412e+00   8.2675303e+00   8.5782678e+00   8.8049665e+00   8.9411121e+00   8.9830550e+00   8.9302045e+00   8.7850011e+00   8.5527785e+00   8.2414254e+00   7.8609712e+00   7.4230362e+00   6.9402719e+00   6.4257490e+00   5.8924087e+00   5.3525359e+00   4.8173498e+00   4.2966629e+00   3.7986781e+00   3.3298651e+00   2.8949621e+00   2.4970392e+00   2.1376525e+00   1.8170254e+00   1.5342792e+00   1.2876580e+00   1.0747654e+00   8.9277140e-01   7.3860801e-01   6.0912410e-01   5.0121812e-01   4.1193179e-01   3.3852074e-01   2.7849493e-01   2.2964075e-01   1.9002442e-01   1.5798270e-01   1.3210632e-01   1.1121469e-01   9.4332518e-02   8.0659492e-02   6.9548541e-02   6.0476482e-02   5.3028164e-02   4.6870565e-02   4.1743983e-02   3.7439798e-02   3.3798341e-02   3.0689423e-02   2.8015862e-02   2.5695582e-02   2.3669730e-02   2.1885210e-02   2.0306539e-02   1.8897911e-02   1.7638198e-02   1.6501876e-02   1.5476834e-02   1.4543664e-02   1.3696129e-02   1.2918446e-02   1.2208401e-02   1.1552315e-02   1.0950902e-02   1.0391625e-02   9.8774827e-03   9.3964376e-03   8.9533936e-03   8.5363573e-03   8.1519375e-03   7.7878262e-03   7.4522568e-03   7.1322978e-03   6.8378214e-03   6.5549753e-03   6.2953700e-03   6.0439155e-03   5.8141514e-03   5.5893791e-03   5.3853696e-03   5.1833483e-03   5.0017727e-03   4.8191627e-03   4.6573490e-03   4.4912474e-03   4.3471523e-03   4.1951060e-03   4.0680570e-03   3.9305110e-03   3.8305707e-03   3.7396268e-03   3.7739279e-03   4.0238987e-03   4.9736804e-03   7.4167529e-03   1.3415735e-02   2.6327835e-02   5.2984429e-02
