benchmark,noise_percent,seed,arm,alpha,alpha_mode,best_beta,validation_error,true_alpha,target_noise_l2,initial_slice_effect_l2,target_variance_clean,target_variance_noisy,temporal_adjoint_weight_norm
Frac. RD (space),2.0,0,fully_noisy,0.8024875,fractional_subunit,1.6384503791221994,0.03366318851419079,1.0,0.004227437326271755,0.0019994077996865864,5.306381333024073e-07,5.432405053494356e-07,35.5691676331003
Frac. RD (space),2.0,0,clean_initial_slice,0.8024875,fractional_subunit,1.6724576857370153,0.029119278059454554,1.0,0.004227437326271755,0.0019994077996865864,5.306381333024073e-07,5.432405053494356e-07,35.5691676331003
Frac. RD (space),2.0,0,target_only_noise,0.8024875,fractional_subunit,1.6396737036200357,0.03314928493836714,1.0,0.004227437326271755,0.0019994077996865864,5.306381333024073e-07,5.432405053494356e-07,35.5691676331003
Frac. RD (space),2.0,0,library_only_noise,0.8024875,fractional_subunit,1.6679993292872535,0.008100925932405752,1.0,0.004227437326271755,0.0019994077996865864,5.306381333024073e-07,5.432405053494356e-07,35.5691676331003
Frac. RD (space),2.0,0,clean,0.804975,fractional_subunit,1.6634029285054077,0.007922996398661755,1.0,0.004240237251186672,0.001981024188908361,5.317001527953415e-07,5.442110746164116e-07,35.718130727258284
Frac. RD (space),2.0,0,fully_noisy,0.804975,fractional_subunit,1.6385979546341636,0.033630892253395016,1.0,0.004240237251186672,0.001981024188908361,5.317001527953415e-07,5.442110746164116e-07,35.718130727258284
Frac. RD (space),2.0,0,clean_initial_slice,0.804975,fractional_subunit,1.6722266143408344,0.02917586805646349,1.0,0.004240237251186672,0.001981024188908361,5.317001527953415e-07,5.442110746164116e-07,35.718130727258284
Frac. RD (space),2.0,0,target_only_noise,0.804975,fractional_subunit,1.6397930544636639,0.03311894757825853,1.0,0.004240237251186672,0.001981024188908361,5.317001527953415e-07,5.442110746164116e-07,35.718130727258284
Frac. RD (space),2.0,0,library_only_noise,0.804975,fractional_subunit,1.6679257326785664,0.007910643380031708,1.0,0.004240237251186672,0.001981024188908361,5.317001527953415e-07,5.442110746164116e-07,35.718130727258284
Frac. RD (space),2.0,0,clean,0.8074625000000001,fractional_subunit,1.6633376972549314,0.007734409437916494,1.0,0.0042533144428553256,0.001962651274406793,5.327644968252937e-07,5.451851940503145e-07,35.86915728852505
Frac. RD (space),2.0,0,fully_noisy,0.8074625000000001,fractional_subunit,1.6387452295986444,0.033603087668221975,1.0,0.0042533144428553256,0.001962651274406793,5.327644968252937e-07,5.451851940503145e-07,35.86915728852505
Frac. RD (space),2.0,0,clean_initial_slice,0.8074625000000001,fractional_subunit,1.6719959453014792,0.029235959582673953,1.0,0.0042533144428553256,0.001962651274406793,5.327644968252937e-07,5.451851940503145e-07,35.86915728852505
Frac. RD (space),2.0,0,target_only_noise,0.8074625000000001,fractional_subunit,1.639912157830058,0.03309310200659025,1.0,0.0042533144428553256,0.001962651274406793,5.327644968252937e-07,5.451851940503145e-07,35.86915728852505
Frac. RD (space),2.0,0,library_only_noise,0.8074625000000001,fractional_subunit,1.6678523073169165,0.007722991715033766,1.0,0.0042533144428553256,0.001962651274406793,5.327644968252937e-07,5.451851940503145e-07,35.86915728852505
Frac. RD (space),2.0,0,clean,0.8099500000000001,fractional_subunit,1.6632692952732022,0.00754673108668764,1.0,0.0042667802638238755,0.001943952977307852,5.338132476502483e-07,5.46143643454804e-07,36.022260283142195
Frac. RD (space),2.0,0,fully_noisy,0.8099500000000001,fractional_subunit,1.6388887048327345,0.033581947671114144,1.0,0.0042667802638238755,0.001943952977307852,5.338132476502483e-07,5.46143643454804e-07,36.022260283142195
Frac. RD (space),2.0,0,clean_initial_slice,0.8099500000000001,fractional_subunit,1.6717574632342682,0.02930299497452745,1.0,0.0042667802638238755,0.001943952977307852,5.338132476502483e-07,5.46143643454804e-07,36.022260283142195
Frac. RD (space),2.0,0,target_only_noise,0.8099500000000001,fractional_subunit,1.6400265464509332,0.03307400020457478,1.0,0.0042667802638238755,0.001943952977307852,5.338132476502483e-07,5.46143643454804e-07,36.022260283142195
Frac. RD (space),2.0,0,library_only_noise,0.8099500000000001,fractional_subunit,1.6677756773779369,0.007536255992454544,1.0,0.0042667802638238755,0.001943952977307852,5.338132476502483e-07,5.46143643454804e-07,36.022260283142195
Frac. RD (space),2.0,0,clean,0.8124375,fractional_subunit,1.6632008448213165,0.007361592014629286,1.0,0.004280536281947142,0.0019252444967420722,5.348631911998003e-07,5.471044892028444e-07,36.17745254849715
Frac. RD (space),2.0,0,fully_noisy,0.8124375,fractional_subunit,1.6390316723393221,0.033565524822335005,1.0,0.004280536281947142,0.0019252444967420722,5.348631911998003e-07,5.471044892028444e-07,36.17745254849715
Frac. RD (space),2.0,0,clean_initial_slice,0.8124375,fractional_subunit,1.6715188731038413,0.029373817025798502,1.0,0.004280536281947142,0.0019252444967420722,5.348631911998003e-07,5.471044892028444e-07,36.17745254849715
Frac. RD (space),2.0,0,target_only_noise,0.8124375,fractional_subunit,1.6401437781740826,0.03305962056263535,1.0,0.004280536281947142,0.0019252444967420722,5.348631911998003e-07,5.471044892028444e-07,36.17745254849715
Frac. RD (space),2.0,0,library_only_noise,0.8124375,fractional_subunit,1.6676990117399755,0.007352058514685098,1.0,0.004280536281947142,0.0019252444967420722,5.348631911998003e-07,5.471044892028444e-07,36.17745254849715
Frac. RD (space),2.0,0,clean,0.814925,fractional_subunit,1.6631325531520034,0.00717908761397332,1.0,0.004294572994599653,0.0019065471404147163,5.359154458996526e-07,5.480689328438117e-07,36.33474679231542
Frac. RD (space),2.0,0,fully_noisy,0.814925,fractional_subunit,1.6391743514810873,0.03355366454426453,1.0,0.004294572994599653,0.0019065471404147163,5.359154458996526e-07,5.480689328438117e-07,36.33474679231542
Frac. RD (space),2.0,0,clean_initial_slice,0.814925,fractional_subunit,1.6712806868376144,0.029448191715457966,1.0,0.004294572994599653,0.0019065471404147163,5.359154458996526e-07,5.480689328438117e-07,36.33474679231542
Frac. RD (space),2.0,0,target_only_noise,0.814925,fractional_subunit,1.640257417405275,0.033049803526983716,1.0,0.004294572994599653,0.0019065471404147163,5.359154458996526e-07,5.480689328438117e-07,36.33474679231542
Frac. RD (space),2.0,0,library_only_noise,0.814925,fractional_subunit,1.667622520724635,0.007170494113787336,1.0,0.004294572994599653,0.0019065471404147163,5.359154458996526e-07,5.480689328438117e-07,36.33474679231542
Frac. RD (space),2.0,0,clean,0.8174125,fractional_subunit,1.6630612447912416,0.006997672834713659,1.0,0.0043090093643008386,0.0018875438101196439,5.369528241919661e-07,5.49018650727541e-07,36.494155591948875
Frac. RD (space),2.0,0,fully_noisy,0.8174125,fractional_subunit,1.6393133342876813,0.03354864420843197,1.0,0.0043090093643008386,0.0018875438101196439,5.369528241919661e-07,5.49018650727541e-07,36.494155591948875
Frac. RD (space),2.0,0,clean_initial_slice,0.8174125,fractional_subunit,1.6710350807770324,0.02952956094104965,1.0,0.0043090093643008386,0.0018875438101196439,5.369528241919661e-07,5.49018650727541e-07,36.494155591948875
Frac. RD (space),2.0,0,target_only_noise,0.8174125,fractional_subunit,1.6403664858910063,0.033046902617616704,1.0,0.0043090093643008386,0.0018875438101196439,5.369528241919661e-07,5.49018650727541e-07,36.494155591948875
Frac. RD (space),2.0,0,library_only_noise,0.8174125,fractional_subunit,1.667542980531113,0.006990026054156222,1.0,0.0043090093643008386,0.0018875438101196439,5.369528241919661e-07,5.49018650727541e-07,36.494155591948875
Frac. RD (space),2.0,0,clean,0.8199000000000001,fractional_subunit,1.6629897149281128,0.006818701165154003,1.0,0.00432374786589144,0.001868509499150292,5.379902114717103e-07,5.49969572866646e-07,36.65569139375916
Frac. RD (space),2.0,0,fully_noisy,0.8199000000000001,fractional_subunit,1.6394515857035277,0.0335485802221847,1.0,0.00432374786589144,0.001868509499150292,5.379902114717103e-07,5.49969572866646e-07,36.65569139375916
Frac. RD (space),2.0,0,clean_initial_slice,0.8199000000000001,fractional_subunit,1.6707888383057983,0.02961501206748791,1.0,0.00432374786589144,0.001868509499150292,5.379902114717103e-07,5.49969572866646e-07,36.65569139375916
Frac. RD (space),2.0,0,target_only_noise,0.8199000000000001,fractional_subunit,1.6404747533903643,0.0330489681978496,1.0,0.00432374786589144,0.001868509499150292,5.379902114717103e-07,5.49969572866646e-07,36.65569139375916
Frac. RD (space),2.0,0,library_only_noise,0.8199000000000001,fractional_subunit,1.667463189120459,0.006812000629058188,1.0,0.00432374786589144,0.001868509499150292,5.379902114717103e-07,5.49969572866646e-07,36.65569139375916
Frac. RD (space),2.0,0,clean,0.8223875,fractional_subunit,1.6629183471561666,0.006642366614579001,1.0,0.004338770042969087,0.0018494868067220288,5.390298963470852e-07,5.50924142935706e-07,36.8193665125949
Frac. RD (space),2.0,0,fully_noisy,0.8223875,fractional_subunit,1.6395895608878883,0.03355315275212833,1.0,0.004338770042969087,0.0018494868067220288,5.390298963470852e-07,5.50924142935706e-07,36.8193665125949
Frac. RD (space),2.0,0,clean_initial_slice,0.8223875,fractional_subunit,1.670543000516395,0.029704069374238338,1.0,0.004338770042969087,0.0018494868067220288,5.390298963470852e-07,5.50924142935706e-07,36.8193665125949
Frac. RD (space),2.0,0,target_only_noise,0.8223875,fractional_subunit,1.640582798590527,0.033055670248918374,1.0,0.004338770042969087,0.0018494868067220288,5.390298963470852e-07,5.50924142935706e-07,36.8193665125949
Frac. RD (space),2.0,0,library_only_noise,0.8223875,fractional_subunit,1.6673835755224378,0.006636610738378741,1.0,0.004338770042969087,0.0018494868067220288,5.390298963470852e-07,5.50924142935706e-07,36.8193665125949
Frac. RD (space),2.0,0,clean,0.824875,fractional_subunit,1.6628441196173378,0.006467293045538268,1.0,0.004354200699052285,0.0018301779222324077,5.400554685610742e-07,5.518649738677222e-07,36.98519313136151
Frac. RD (space),2.0,0,fully_noisy,0.824875,fractional_subunit,1.6397239590289454,0.03356471690407502,1.0,0.004354200699052285,0.0018301779222324077,5.400554685610742e-07,5.518649738677222e-07,36.98519313136151
Frac. RD (space),2.0,0,clean_initial_slice,0.824875,fractional_subunit,1.6702901511923391,0.02980014988136651,1.0,0.004354200699052285,0.0018301779222324077,5.400554685610742e-07,5.518649738677222e-07,36.98519313136151
Frac. RD (space),2.0,0,target_only_noise,0.824875,fractional_subunit,1.6406864352914963,0.03306943686145145,1.0,0.004354200699052285,0.0018301779222324077,5.400554685610742e-07,5.518649738677222e-07,36.98519313136151
Frac. RD (space),2.0,0,library_only_noise,0.824875,fractional_subunit,1.6673010753700857,0.0064624879425250505,1.0,0.004354200699052285,0.0018301779222324077,5.400554685610742e-07,5.518649738677222e-07,36.98519313136151
Frac. RD (space),2.0,0,clean,0.8273625,fractional_subunit,1.662769410874269,0.0062945761965455295,1.0,0.00436994698690423,0.001810817068324328,5.410798131211734e-07,5.528057787022404e-07,37.15318330068196
Frac. RD (space),2.0,0,fully_noisy,0.8273625,fractional_subunit,1.6398573848567417,0.033581512907237675,1.0,0.00436994698690423,0.001810817068324328,5.410798131211734e-07,5.528057787022404e-07,37.15318330068196
Frac. RD (space),2.0,0,clean_initial_slice,0.8273625,fractional_subunit,1.670036120190299,0.029900639577239662,1.0,0.00436994698690423,0.001810817068324328,5.410798131211734e-07,5.528057787022404e-07,37.15318330068196
Frac. RD (space),2.0,0,target_only_noise,0.8273625,fractional_subunit,1.6407889644991083,0.03308845086414374,1.0,0.00436994698690423,0.001810817068324328,5.410798131211734e-07,5.528057787022404e-07,37.15318330068196
Frac. RD (space),2.0,0,library_only_noise,0.8273625,fractional_subunit,1.6672181003886108,0.006290721941991832,1.0,0.00436994698690423,0.001810817068324328,5.410798131211734e-07,5.528057787022404e-07,37.15318330068196
Frac. RD (space),2.0,0,clean,0.8298500000000001,fractional_subunit,1.6626948675778277,0.006124499192783022,1.0,0.00438597947079836,0.0017914684064060666,5.421064415718002e-07,5.537502839094931e-07,37.323348938646845
Frac. RD (space),2.0,0,fully_noisy,0.8298500000000001,fractional_subunit,1.639990546496867,0.03360302251966905,1.0,0.00438597947079836,0.0017914684064060666,5.421064415718002e-07,5.537502839094931e-07,37.323348938646845
Frac. RD (space),2.0,0,clean_initial_slice,0.8298500000000001,fractional_subunit,1.6697824939552128,0.03000479151529258,1.0,0.00438597947079836,0.0017914684064060666,5.421064415718002e-07,5.537502839094931e-07,37.323348938646845
Frac. RD (space),2.0,0,target_only_noise,0.8298500000000001,fractional_subunit,1.6408912837820373,0.03311217834577591,1.0,0.00438597947079836,0.0017914684064060666,5.421064415718002e-07,5.537502839094931e-07,37.323348938646845
Frac. RD (space),2.0,0,library_only_noise,0.8298500000000001,fractional_subunit,1.6671353062351584,0.0061215942124748565,1.0,0.00438597947079836,0.0017914684064060666,5.421064415718002e-07,5.537502839094931e-07,37.323348938646845
Frac. RD (space),2.0,0,clean,0.8323375000000001,fractional_subunit,1.6626176309430456,0.005955844930743408,1.0,0.004402426965243572,0.0017718537150837885,5.43119769072755e-07,5.546820792404519e-07,37.49570183065245
Frac. RD (space),2.0,0,fully_noisy,0.8323375000000001,fractional_subunit,1.6401202664571954,0.03363165080860426,1.0,0.004402426965243572,0.0017718537150837885,5.43119769072755e-07,5.546820792404519e-07,37.49570183065245
Frac. RD (space),2.0,0,clean_initial_slice,0.8323375000000001,fractional_subunit,1.6695222795409157,0.030115972570243173,1.0,0.004402426965243572,0.0017718537150837885,5.43119769072755e-07,5.546820792404519e-07,37.49570183065245
Frac. RD (space),2.0,0,target_only_noise,0.8323375000000001,fractional_subunit,1.6409893753109688,0.033143093945380564,1.0,0.004402426965243572,0.0017718537150837885,5.43119769072755e-07,5.546820792404519e-07,37.49570183065245
Frac. RD (space),2.0,0,library_only_noise,0.8323375000000001,fractional_subunit,1.667049795449963,0.005953894738346462,1.0,0.004402426965243572,0.0017718537150837885,5.43119769072755e-07,5.546820792404519e-07,37.49570183065245
Frac. RD (space),2.0,0,clean,0.834825,fractional_subunit,1.6625396844422342,0.00578947070298002,1.0,0.00441920518809644,0.0017521658951961938,5.441305783969845e-07,5.556125798927288e-07,37.67025362932452
Frac. RD (space),2.0,0,fully_noisy,0.834825,fractional_subunit,1.6402487556740388,0.033665824049744116,1.0,0.00441920518809644,0.0017521658951961938,5.441305783969845e-07,5.556125798927288e-07,37.67025362932452
Frac. RD (space),2.0,0,clean_initial_slice,0.834825,fractional_subunit,1.6692603211319923,0.030231923188067878,1.0,0.00441920518809644,0.0017521658951961938,5.441305783969845e-07,5.556125798927288e-07,37.67025362932452
Frac. RD (space),2.0,0,target_only_noise,0.834825,fractional_subunit,1.6410860324400802,0.03317957571080782,1.0,0.00441920518809644,0.0017521658951961938,5.441305783969845e-07,5.556125798927288e-07,37.67025362932452
Frac. RD (space),2.0,0,library_only_noise,0.834825,fractional_subunit,1.6669635780349568,0.005788475914910216,1.0,0.00441920518809644,0.0017521658951961938,5.441305783969845e-07,5.556125798927288e-07,37.67025362932452
Frac. RD (space),2.0,0,clean,0.8373125,fractional_subunit,1.6624619065432868,0.005625739336681812,1.0,0.004436271657785312,0.0017324909358130253,5.451436577746514e-07,5.565468358632638e-07,37.84701585452595
Frac. RD (space),2.0,0,fully_noisy,0.8373125,fractional_subunit,1.6403769926116476,0.03370479123851569,1.0,0.004436271657785312,0.0017324909358130253,5.451436577746514e-07,5.565468358632638e-07,37.84701585452595
Frac. RD (space),2.0,0,clean_initial_slice,0.8373125,fractional_subunit,1.6689987667943555,0.030351594718614608,1.0,0.004436271657785312,0.0017324909358130253,5.451436577746514e-07,5.565468358632638e-07,37.84701585452595
Frac. RD (space),2.0,0,target_only_noise,0.8373125,fractional_subunit,1.6411824918240245,0.03322085120415378,1.0,0.004436271657785312,0.0017324909358130253,5.451436577746514e-07,5.565468358632638e-07,37.84701585452595
Frac. RD (space),2.0,0,library_only_noise,0.8373125,fractional_subunit,1.6668775442765222,0.005625698389469594,1.0,0.004436271657785312,0.0017324909358130253,5.451436577746514e-07,5.565468358632638e-07,37.84701585452595
Frac. RD (space),2.0,0,clean,0.8398,fractional_subunit,1.6623816092230832,0.005463582934369359,1.0,0.004453757305483277,0.0017125705010775155,5.461442968984293e-07,5.574694541211174e-07,38.025999893446446
Frac. RD (space),2.0,0,fully_noisy,0.8398,fractional_subunit,1.640501939503519,0.03375097854352371,1.0,0.004453757305483277,0.0017125705010775155,5.461442968984293e-07,5.574694541211174e-07,38.025999893446446
Frac. RD (space),2.0,0,clean_initial_slice,0.8398,fractional_subunit,1.6687310627863117,0.030478277763397347,1.0,0.004453757305483277,0.0017125705010775155,5.461442968984293e-07,5.574694541211174e-07,38.025999893446446
Frac. RD (space),2.0,0,target_only_noise,0.8398,fractional_subunit,1.6412749229435977,0.03326941249750146,1.0,0.004453757305483277,0.0017125705010775155,5.461442968984293e-07,5.574694541211174e-07,38.025999893446446
Frac. RD (space),2.0,0,library_only_noise,0.8398,fractional_subunit,1.6667889711993988,0.0054645007495186726,1.0,0.004453757305483277,0.0017125705010775155,5.461442968984293e-07,5.574694541211174e-07,38.025999893446446
Frac. RD (space),2.0,0,clean,0.8422875000000001,fractional_subunit,1.662300364942929,0.005303639497555159,1.0,0.0044715904032452455,0.0016925556329611925,5.471410724666396e-07,5.583894709641932e-07,38.20721700077187
Frac. RD (space),2.0,0,fully_noisy,0.8422875000000001,fractional_subunit,1.6406253794660954,0.03380306283911722,1.0,0.0044715904032452455,0.0016925556329611925,5.471410724666396e-07,5.583894709641932e-07,38.20721700077187
Frac. RD (space),2.0,0,clean_initial_slice,0.8422875000000001,fractional_subunit,1.668461035291448,0.030610124903761086,1.0,0.0044715904032452455,0.0016925556329611925,5.471410724666396e-07,5.583894709641932e-07,38.20721700077187
Frac. RD (space),2.0,0,target_only_noise,0.8422875000000001,fractional_subunit,1.641365572055088,0.03332389795031322,1.0,0.0044715904032452455,0.0016925556329611925,5.471410724666396e-07,5.583894709641932e-07,38.20721700077187
Frac. RD (space),2.0,0,library_only_noise,0.8422875000000001,fractional_subunit,1.666699451415121,0.005305517222776369,1.0,0.0044715904032452455,0.0016925556329611925,5.471410724666396e-07,5.583894709641932e-07,38.20721700077187
Frac. RD (space),2.0,0,clean,0.844775,fractional_subunit,1.662219292274434,0.005146342240098233,1.0,0.004489713323850073,0.0016725544089011106,5.481401041386171e-07,5.593133006730359e-07,38.39067829893103
Frac. RD (space),2.0,0,fully_noisy,0.844775,fractional_subunit,1.6407519365507877,0.03386002476385969,1.0,0.004489713323850073,0.0016725544089011106,5.481401041386171e-07,5.593133006730359e-07,38.39067829893103
Frac. RD (space),2.0,0,clean_initial_slice,0.844775,fractional_subunit,1.6681914103374755,0.030745754326183563,1.0,0.004489713323850073,0.0016725544089011106,5.481401041386171e-07,5.593133006730359e-07,38.39067829893103
Frac. RD (space),2.0,0,target_only_noise,0.844775,fractional_subunit,1.6414560353659766,0.03338326071837379,1.0,0.004489713323850073,0.0016725544089011106,5.481401041386171e-07,5.593133006730359e-07,38.39067829893103
Frac. RD (space),2.0,0,library_only_noise,0.844775,fractional_subunit,1.6666101179027013,0.005149178323063018,1.0,0.004489713323850073,0.0016725544089011106,5.481401041386171e-07,5.593133006730359e-07,38.39067829893103
Frac. RD (space),2.0,0,clean,0.8472625,fractional_subunit,1.6621358817058454,0.004990762703616497,1.0,0.004508257163638177,0.0016523286698468876,5.491276062559997e-07,5.60226607966823e-07,38.57639477841781
Frac. RD (space),2.0,0,fully_noisy,0.8472625,fractional_subunit,1.6408720140097288,0.03392428160097231,1.0,0.004508257163638177,0.0016523286698468876,5.491276062559997e-07,5.60226607966823e-07,38.57639477841781
Frac. RD (space),2.0,0,clean_initial_slice,0.8472625,fractional_subunit,1.667916089422057,0.030888353339952733,1.0,0.004508257163638177,0.0016523286698468876,5.491276062559997e-07,5.60226607966823e-07,38.57639477841781
Frac. RD (space),2.0,0,target_only_noise,0.8472625,fractional_subunit,1.6415426888912168,0.03344998005894423,1.0,0.004508257163638177,0.0016523286698468876,5.491276062559997e-07,5.60226607966823e-07,38.57639477841781
Frac. RD (space),2.0,0,library_only_noise,0.8472625,fractional_subunit,1.6665184298721667,0.004994561481653736,1.0,0.004508257163638177,0.0016523286698468876,5.491276062559997e-07,5.60226607966823e-07,38.57639477841781
Frac. RD (space),2.0,0,clean,0.84975,fractional_subunit,1.6620512785648203,0.004837338582609528,1.0,0.004527166824876237,0.0016319870762856576,5.501098436122131e-07,5.611359690658604e-07,38.764377298185764
Frac. RD (space),2.0,0,fully_noisy,0.84975,fractional_subunit,1.6409902903615587,0.03399482778107365,1.0,0.004527166824876237,0.0016319870762856576,5.501098436122131e-07,5.611359690658604e-07,38.764377298185764
Frac. RD (space),2.0,0,clean_initial_slice,0.84975,fractional_subunit,1.667637848226813,0.031036546245520154,1.0,0.004527166824876237,0.0016319870762856576,5.501098436122131e-07,5.611359690658604e-07,38.764377298185764
Frac. RD (space),2.0,0,target_only_noise,0.84975,fractional_subunit,1.6416271918007237,0.033523022151842316,1.0,0.004527166824876237,0.0016319870762856576,5.501098436122131e-07,5.611359690658604e-07,38.764377298185764
Frac. RD (space),2.0,0,library_only_noise,0.84975,fractional_subunit,1.6664255466636624,0.004842101724310268,1.0,0.004527166824876237,0.0016319870762856576,5.501098436122131e-07,5.611359690658604e-07,38.764377298185764
Frac. RD (space),2.0,0,clean,0.8522375,fractional_subunit,1.661966849766649,0.004686564272528293,1.0,0.004546367409500684,0.0016116600506680648,5.510943230303401e-07,5.620492032816201e-07,38.95463658611328
Frac. RD (space),2.0,0,fully_noisy,0.8522375,fractional_subunit,1.6411083376955422,0.03407033871277216,1.0,0.004546367409500684,0.0016116600506680648,5.510943230303401e-07,5.620492032816201e-07,38.95463658611328
Frac. RD (space),2.0,0,clean_initial_slice,0.8522375,fractional_subunit,1.6673600071474752,0.03118858559262778,1.0,0.004546367409500684,0.0016116600506680648,5.510943230303401e-07,5.620492032816201e-07,38.95463658611328
Frac. RD (space),2.0,0,target_only_noise,0.8522375,fractional_subunit,1.6417115205806658,0.03360102858296845,1.0,0.004546367409500684,0.0016116600506680648,5.510943230303401e-07,5.620492032816201e-07,38.95463658611328
Frac. RD (space),2.0,0,library_only_noise,0.8522375,fractional_subunit,1.666332852134141,0.004692290237106323,1.0,0.004546367409500684,0.0016116600506680648,5.510943230303401e-07,5.620492032816201e-07,38.95463658611328
Frac. RD (space),2.0,0,clean,0.8547250000000001,fractional_subunit,1.6618802723235506,0.0045376410588239624,1.0,0.004565988177840886,0.0015911298974000238,5.520682346163063e-07,5.629530737130861e-07,39.14718323953621
Frac. RD (space),2.0,0,fully_noisy,0.8547250000000001,fractional_subunit,1.641223447791446,0.03415319164071397,1.0,0.004565988177840886,0.0015911298974000238,5.520682346163063e-07,5.629530737130861e-07,39.14718323953621
Frac. RD (space),2.0,0,clean_initial_slice,0.8547250000000001,fractional_subunit,1.6670769390514362,0.03134752745656573,1.0,0.004565988177840886,0.0015911298974000238,5.520682346163063e-07,5.629530737130861e-07,39.14718323953621
Frac. RD (space),2.0,0,target_only_noise,0.8547250000000001,fractional_subunit,1.641792277292762,0.033686434374755395,1.0,0.004565988177840886,0.0015911298974000238,5.520682346163063e-07,5.629530737130861e-07,39.14718323953621
Frac. RD (space),2.0,0,library_only_noise,0.8547250000000001,fractional_subunit,1.6662379954448938,0.004544333607953955,1.0,0.004565988177840886,0.0015911298974000238,5.520682346163063e-07,5.629530737130861e-07,39.14718323953621
Frac. RD (space),2.0,0,clean,0.8572125,fractional_subunit,1.6617922481186203,0.004390825119310849,1.0,0.0045859948097220745,0.0015704623875953312,5.530354234426289e-07,5.638516152751424e-07,39.34202772584576
Frac. RD (space),2.0,0,fully_noisy,0.8572125,fractional_subunit,1.641336444382829,0.03424276799259009,1.0,0.0045859948097220745,0.0015704623875953312,5.530354234426289e-07,5.638516152751424e-07,39.34202772584576
Frac. RD (space),2.0,0,clean_initial_slice,0.8572125,fractional_subunit,1.6667903364676442,0.03151252940938041,1.0,0.0045859948097220745,0.0015704623875953312,5.530354234426289e-07,5.638516152751424e-07,39.34202772584576
Frac. RD (space),2.0,0,target_only_noise,0.8572125,fractional_subunit,1.6418704934864314,0.03377860352983733,1.0,0.0045859948097220745,0.0015704623875953312,5.530354234426289e-07,5.638516152751424e-07,39.34202772584576
Frac. RD (space),2.0,0,library_only_noise,0.8572125,fractional_subunit,1.6661416866354013,0.004398486431473814,1.0,0.0045859948097220745,0.0015704623875953312,5.530354234426289e-07,5.638516152751424e-07,39.34202772584576
Frac. RD (space),2.0,0,clean,0.8597,fractional_subunit,1.661704400760289,0.004246662948350547,1.0,0.004606292993669925,0.0015498105423411006,5.540048402182455e-07,5.647540930119705e-07,39.5391803831487
Frac. RD (space),2.0,0,fully_noisy,0.8597,fractional_subunit,1.641449223240432,0.03433739975662432,1.0,0.004606292993669925,0.0015498105423411006,5.540048402182455e-07,5.647540930119705e-07,39.5391803831487
Frac. RD (space),2.0,0,clean_initial_slice,0.8597,fractional_subunit,1.6665041306057506,0.03168144484576066,1.0,0.004606292993669925,0.0015498105423411006,5.540048402182455e-07,5.647540930119705e-07,39.5391803831487
Frac. RD (space),2.0,0,target_only_noise,0.8597,fractional_subunit,1.6419519046011348,0.03387582757851549,1.0,0.004606292993669925,0.0015498105423411006,5.540048402182455e-07,5.647540930119705e-07,39.5391803831487
Frac. RD (space),2.0,0,library_only_noise,0.8597,fractional_subunit,1.6660444188601855,0.004255291494726873,1.0,0.004606292993669925,0.0015498105423411006,5.540048402182455e-07,5.647540930119705e-07,39.5391803831487
Frac. RD (space),2.0,0,clean,0.8621875,fractional_subunit,1.661614601723771,0.0041044759627199175,1.0,0.004627008110885775,0.0015289774122760238,5.549647029263221e-07,5.656484090947215e-07,39.73865142098734
Frac. RD (space),2.0,0,fully_noisy,0.8621875,fractional_subunit,1.6415592664052463,0.03443939177944784,1.0,0.004627008110885775,0.0015289774122760238,5.549647029263221e-07,5.656484090947215e-07,39.73865142098734
Frac. RD (space),2.0,0,clean_initial_slice,0.8621875,fractional_subunit,1.6662131819251293,0.031857169710619776,1.0,0.004627008110885775,0.0015289774122760238,5.549647029263221e-07,5.656484090947215e-07,39.73865142098734
Frac. RD (space),2.0,0,target_only_noise,0.8621875,fractional_subunit,1.6420266431567103,0.03398046467658213,1.0,0.004627008110885775,0.0015289774122760238,5.549647029263221e-07,5.656484090947215e-07,39.73865142098734
Frac. RD (space),2.0,0,library_only_noise,0.8621875,fractional_subunit,1.6659471392309722,0.004114074938354173,1.0,0.004627008110885775,0.0015289774122760238,5.549647029263221e-07,5.656484090947215e-07,39.73865142098734
Frac. RD (space),2.0,0,clean,0.8646750000000001,fractional_subunit,1.6615230930452836,0.003964357396518315,1.0,0.004648130821485963,0.0015079853862092194,5.559163271228799e-07,5.665359759264584e-07,39.940450921116444
Frac. RD (space),2.0,0,fully_noisy,0.8646750000000001,fractional_subunit,1.6416668652270026,0.03454858448714392,1.0,0.004648130821485963,0.0015079853862092194,5.559163271228799e-07,5.665359759264584e-07,39.940450921116444
Frac. RD (space),2.0,0,clean_initial_slice,0.8646750000000001,fractional_subunit,1.6659180670033227,0.03203945843172971,1.0,0.004648130821485963,0.0015079853862092194,5.559163271228799e-07,5.665359759264584e-07,39.940450921116444
Frac. RD (space),2.0,0,target_only_noise,0.8646750000000001,fractional_subunit,1.6420984297186403,0.03409234922254196,1.0,0.004648130821485963,0.0015079853862092194,5.559163271228799e-07,5.665359759264584e-07,39.940450921116444
Frac. RD (space),2.0,0,library_only_noise,0.8646750000000001,fractional_subunit,1.6658473374261284,0.003974929478224758,1.0,0.004648130821485963,0.0015079853862092194,5.559163271228799e-07,5.665359759264584e-07,39.940450921116444
